Ticket,Open,Type,Volume,Symbol,Price,SL,TP,Close,Price,Swap,Commissions,Profit,Pips,"Trade duration in seconds"
90693539,"2025-11-18 00:05:12",sell,0.02,DOGEUSD,0.15183000,0,0,"2025-11-18 18:06:15",0.15887000,0,-0.2,-14.08000000,0,64863
9021971385902723,"2025-11-16 23:00:10",sell,0.01,DOGEUSD,0.15625000,0,0,"2025-11-18 18:06:14",0.15889000,-0.12,-0.1,-2.64000000,0,155164
90742179,"2025-11-18 05:00:07",sell,0.01,ADAUSD,0.46140000,0,0,"2025-11-18 18:06:11",0.47280000,0,-0.3,-11.40000000,0,47164
9021970885843382,"2025-11-16 23:00:08",sell,0.01,BTCUSD,94070.55000000,0,0,"2025-11-18 17:00:07",91292.69000000,-0.77,-0.605,27.78000000,2777.9,151199
9021971585726161,"2025-11-16 23:00:11",sell,0.01,ADAUSD,0.48120000,0,0,"2025-11-18 14:00:11",0.46910000,-0.38,-0.305,12.10000000,0,140400
9021971385726155,"2025-11-16 23:00:10",sell,0.01,DOGEUSD,0.15625000,0,0,"2025-11-18 14:00:10",0.15693000,-0.13,-0.1,-0.68000000,0,140400
90642396,"2025-11-17 21:00:08",sell,0.01,SOLUSD,130.33000000,0,0,"2025-11-18 11:00:14",137.69000000,-0.11,-0.08,-7.36000000,-7.4,50406
9021970985429600,"2025-11-16 23:00:09",sell,0.01,ETHUSD,3088.99000000,0,0,"2025-11-17 19:00:07",3136.58000000,0,-0.2,-4.76000000,-47.6,71998
9021971385241408,"2025-11-16 23:00:10",sell,0.01,DOGEUSD,0.15625000,0,0,"2025-11-17 13:00:07",0.16244000,0,-0.1,-6.19000000,0,50397
9021971185241402,"2025-11-16 23:00:10",sell,0.01,SOLUSD,136.53000000,0,0,"2025-11-17 13:00:06",142.30000000,0,-0.09428571,-5.77000000,-5.8,50396
9021971185160048,"2025-11-16 23:00:10",sell,0.01,SOLUSD,136.53000000,0,0,"2025-11-17 09:00:06",141.45000000,0,-0.09428571,-4.92000000,-4.9,35996
90219710,"2025-11-16 23:00:09",sell,0.01,BNBUSD,920.00000000,0,0,"2025-11-17 08:00:10",934.97000000,0,-0.6,-14.97000000,-15,32401
90219708,"2025-11-16 23:00:08",sell,0.01,BTCUSD,94070.55000000,0,0,"2025-11-17 08:00:07",95101.47000000,0,-0.615,-10.31000000,-1030.9,32399
90219715,"2025-11-16 23:00:11",sell,0.01,ADAUSD,0.48120000,0,0,"2025-11-17 07:00:06",0.49230000,0,-0.315,-11.10000000,0,28795
90219713,"2025-11-16 23:00:10",sell,0.01,DOGEUSD,0.15625000,0,0,"2025-11-17 06:00:13",0.16162000,0,-0.1,-5.37000000,0,25203
90219709,"2025-11-16 23:00:09",sell,0.01,ETHUSD,3088.99000000,0,0,"2025-11-17 06:00:08",3176.78000000,0,-0.2,-8.78000000,-87.8,25199
90219711,"2025-11-16 23:00:10",sell,0.01,SOLUSD,136.53000000,0,0,"2025-11-17 03:00:06",139.12000000,0,-0.09428571,-2.59000000,-2.6,14396
